station_id,latitude,longitude
716185,34.072839,-117.77926399999998
716187,34.071766,-117.76975800000001
716188,34.071028999999996,-117.761475
716189,34.073285999999996,-117.753978
716190,34.075604,-117.74786
716191,34.077146,-117.744573
716192,34.079138,-117.73923400000001
716193,34.081731,-117.72793
716195,34.081821000000005,-117.72163799999998
716196,34.081722,-117.71693
716197,33.960273,-117.855729
716198,33.966993,-117.85018500000001
716199,33.971554,-117.84640800000001
716200,33.981951,-117.84218600000001
716201,33.988721000000005,-117.84284099999999
716203,34.059539,-117.80467800000001
716204,34.029635999999996,-118.21753400000001
716205,34.02902,-118.216326
716206,34.029065,-118.211497
716207,34.029648,-118.199219
716208,34.029608,-118.198629
716209,34.03154,-118.190445
716210,34.032146000000004,-118.18338700000001
716211,34.032661,-118.18247099999999
716213,34.034994,-118.173285
716214,34.035886,-118.15141399999999
716215,34.035723,-118.15151599999999
716216,34.034219,-118.148257
716217,34.034655,-118.148653
716218,34.033066,-118.141975
716219,34.03582,-118.095997
716220,34.035853,-118.09348899999999
716221,34.036302,-118.092399
716222,34.036512,-118.090626
716223,34.039225,-118.081093
716224,34.039747,-118.080226
716225,34.041418,-118.066377
716226,34.041255,-118.06515300000001
716227,34.041414,-118.06376000000002
716228,34.041213,-118.06254299999999
716229,34.040308,-118.054105
716230,34.039962,-118.05362
716231,34.03958,-118.051399
716232,34.039693,-118.05068999999999
716233,34.037915000000005,-118.04041299999999
716234,34.037428000000006,-118.03913600000001
716235,34.034890999999995,-118.02941100000001
716237,34.031123,-118.02136000000002
716238,34.03138,-118.02126000000001
716239,34.02896,-118.01246200000001
716240,34.029247,-118.008439
716241,34.012079,-117.98002199999999
716243,34.007034999999995,-117.965011
716244,34.00782,-117.96708799999999
716245,34.006822,-117.963815
716246,34.00598,-117.961572
716249,33.997875,-117.934513
716250,33.996934,-117.931728
716251,33.997,-117.930655
716252,33.996462,-117.928294
716253,33.996291,-117.92463300000001
716254,33.996031,-117.924675
716255,33.994319,-117.90813200000001
716256,33.994314,-117.90448300000001
716257,33.994073,-117.902914
716258,33.994299,-117.89021299999999
716259,33.994085,-117.88949
716260,33.994278,-117.887951
716261,33.994021000000004,-117.886877
716262,33.995905,-117.873496
716263,33.99613,-117.87089399999999
716264,33.996748,-117.86695700000001
716265,33.998463,-117.85653300000001
716267,33.999995,-117.848226
716268,34.000335,-117.84567
716269,34.025038,-117.734229
716270,34.024861,-117.730929
716271,34.06708,-117.804144
716272,33.872586,-118.289005
716273,33.872636,-118.2812
716274,33.872685,-118.27075
716275,33.872471000000004,-118.27073999999999
716276,33.873537,-118.264071
716279,33.873676,-118.25156399999999
716281,33.873339,-118.246168
716282,33.873771999999995,-118.23715
716283,33.87359,-118.23696399999999
716284,33.874114,-118.227251
716285,33.873494,-118.21928500000001
716287,33.873360999999996,-118.21321299999998
716289,33.872904999999996,-118.203748
716290,33.872655,-118.203751
716292,33.87619,-118.191575
716294,33.876737,-118.184403
716295,33.876996999999996,-118.177986
716296,33.876767,-118.177981
716297,33.876459000000004,-118.1704
716298,33.875898,-118.16608899999999
716299,33.876117,-118.161745
716300,33.876265000000004,-118.158652
716301,33.877134000000005,-118.15265600000001
716302,33.876929,-118.14969099999999
716303,33.877179,-118.143773
716304,33.876989,-118.143077
716305,33.877201,-118.142032
716306,33.877024,-118.13942800000001
716307,33.8765,-118.13221599999999
716309,33.87605,-118.12291499999999
716310,33.87621,-118.126705
716311,33.876731,-118.11491799999999
716312,33.876464,-118.11496100000001
716313,33.876234000000004,-118.10496100000002
716314,33.876465,-118.104925
716315,33.876317,-118.084773
716316,33.876536,-118.084783
716317,33.87657,-118.08043799999999
716318,33.876324,-118.080425
716319,33.876358,-118.07468600000001
716320,33.876583000000004,-118.075397
716321,33.876366,-118.070702
716322,33.876613,-118.07191399999999
716323,33.876119,-118.06568600000001
716325,33.866819,-118.050661
716327,34.054255,-118.237775
716328,34.067067,-118.25468799999999
716330,34.06933,-118.25993100000001
716331,34.070002,-118.262279
716332,34.071462,-118.265891
716333,34.072657,-118.268106
716334,34.074945,-118.27339599999999
716335,34.074797,-118.27346299999999
716336,34.076926,-118.28090800000001
716337,34.077518,-118.282724
716338,34.115919,-117.82441299999999
716339,34.078365000000005,-118.288977
716340,34.081134000000006,-118.29347
716341,34.082786,-118.297762
716342,34.085801000000004,-118.301771
716343,34.085657,-118.301901
716344,34.089949,-118.30608500000001
716345,34.090089,-118.305929
716346,34.094618,-118.310464
716347,34.094488,-118.310649
716348,34.096382,-118.313222
716349,34.099575,-118.315495
716351,34.104365,-118.323801
716352,34.105922,-118.327165
716353,34.106229,-118.328138
716355,34.115601,-118.33666000000001
716356,34.129746999999995,-118.348132
716358,34.134933000000004,-118.35884899999999
716359,34.139643,-118.36513899999999
716360,34.139513,-118.36535
716362,34.147296999999995,-118.371049
716363,34.151437,-118.374683
716364,34.154581,-118.381115
716365,34.154314,-118.39454099999999
716366,34.156627,-118.412272
716367,34.156828999999995,-118.415379
716368,34.156121,-118.44689
716369,34.15746,-118.450006
716370,34.159347,-118.46177800000001
716371,34.165132,-118.47471499999999
716372,34.171285,-118.52035900000001
716373,34.171531,-118.53110900000001
716374,34.173406,-118.53806599999999
716375,34.173426,-118.550079
716376,34.17368,-118.555198
716377,34.172374,-118.570043
716378,34.171556,-118.573031
716379,34.167854999999996,-118.58661299999999
716380,34.168519,-118.590528
716381,34.16912,-118.59573300000001
716382,34.170429999999996,-118.60432
716383,34.170677000000005,-118.60656399999999
716384,34.170894,-118.607747
716385,34.169734000000005,-118.61124099999999
716386,34.162351,-118.62979399999999
716387,34.159836,-118.63604299999999
716388,34.158544,-118.64013100000001
716389,34.1544,-118.64948700000001
716390,34.149135,-118.672472
716391,34.151032,-118.680765
716392,34.148835999999996,-118.69739399999999
716395,34.138582,-118.720114
716397,34.138071999999994,-118.72623300000001
716399,34.145654,-118.759052
716400,34.146952,-118.779156
716402,33.931618,-118.39443500000002
716403,33.931132,-118.389223
716404,33.931388,-118.389223
716405,33.931349,-118.382283
716406,33.929815999999995,-118.37375700000001
716407,33.93015,-118.37377099999999
716409,33.932384000000006,-118.3602
716410,33.933294000000004,-118.35189799999999
716411,33.932736,-118.3484
716412,33.930073,-118.34428500000001
716413,33.926558,-118.33864299999999
716414,33.924911,-118.33553700000002
716415,33.925127,-118.330354
716416,33.924855,-118.32862
716417,33.925436,-118.32519199999999
716418,33.925162,-118.323479
716419,33.925238,-118.313092
716420,33.925579,-118.313116
716421,33.926392,-118.304528
716422,33.926753999999995,-118.304542
716423,33.928605,-118.29615
716424,33.928424,-118.29444
716426,33.928915,-118.28576100000001
716427,33.927890999999995,-118.273645
716428,33.928261,-118.273648
716430,33.928419,-118.27796200000002
716431,33.927305,-118.266557
716432,33.927683,-118.26655900000002
716433,33.927289,-118.263121
716434,33.927654,-118.263124
716435,33.92794,-118.256279
716436,33.928141,-118.25289099999999
716437,33.928838,-118.244115
716438,33.928222999999996,-118.240518
716439,33.928184,-118.23357299999999
716440,33.929161,-118.226832
716441,33.929479,-118.226883
716442,33.929097999999996,-118.220055
716443,33.929386,-118.220032
716444,33.926113,-118.212249
716445,33.924777,-118.209134
716446,33.923784999999995,-118.207757
716447,33.922422,-118.20466
716448,33.921331,-118.201425
716449,33.917730999999996,-118.194032
716450,33.918043,-118.19386499999999
716451,33.915510999999995,-118.187405
716452,33.914378,-118.184198
716453,33.911105,-118.17461899999999
716454,33.911423,-118.174572
716455,33.911194,-118.169366
716456,33.91131,-118.164179
716457,33.911652000000004,-118.164198
716458,33.912001000000004,-118.157276
716459,33.912440999999994,-118.155588
716460,33.912739,-118.148633
716461,33.913022999999995,-118.14867199999999
716462,33.9129,-118.143428
716463,33.913204,-118.143449
716464,33.91291,-118.13821599999999
716466,33.912952000000004,-118.131271
716467,33.913234,-118.12778999999999
716468,33.91319,-118.122603
716470,33.913689,-118.113948
716471,33.914009,-118.113945
716473,33.758627000000004,-118.28953999999999
716474,33.772948,-118.279693
716475,33.780640000000005,-118.280253
716476,33.791949,-118.282519
716477,33.807904,-118.287726
716478,33.82907,-118.28726999999999
716479,33.845433,-118.285155
716480,33.863231,-118.28491399999999
716481,33.865396000000004,-118.28508300000001
716482,33.870044,-118.28482
716484,33.884861,-118.28515300000001
716485,33.884865999999995,-118.28555
716486,33.892333,-118.28548899999998
716487,33.890677000000004,-118.285802
716488,33.899562,-118.286804
716489,33.903061,-118.2864
716490,33.90698,-118.286419
716491,33.906991,-118.28675600000001
716492,33.914535,-118.286578
716493,33.915926,-118.28584099999999
716494,33.919393,-118.284015
716495,33.919346000000004,-118.28358899999999
716496,33.93561,-118.27973
716498,33.947463,-118.27935900000001
716499,33.951161,-118.279899
716500,33.95115,-118.280258
716501,33.958618,-118.28054499999999
716502,33.958616,-118.281057
716503,33.960648,-118.28053100000001
716504,33.962692,-118.280984
716507,33.968834,-118.280651
716508,33.976848,-118.280643
716509,33.968828,-118.28101000000001
716510,33.987823999999996,-118.28080700000001
716511,33.989159,-118.28023799999998
716512,33.998622,-118.28061299999999
716513,33.998609,-118.280951
716514,34.002226,-118.28121999999999
716515,34.006152,-118.280854
716516,34.009215000000005,-118.28128799999999
716517,34.010616999999996,-118.28078700000002
716518,34.037093,-118.27408799999999
716520,34.040612,-118.27373
716521,34.04828,-118.266145
716523,34.055433,-118.256754
716524,34.068002,-118.23801499999999
716526,34.074472,-118.233103
716527,34.277998,-118.60607900000001
716528,34.277217,-118.60338999999999
716529,34.273354,-118.588108
716530,34.273553,-118.58811100000001
716531,34.272684000000005,-118.558209
716532,34.272223,-118.55546399999999
716533,34.274745,-118.538826
716534,34.275083,-118.535822
716535,34.27815,-118.504149
716536,34.277904,-118.50338300000001
716537,34.277556,-118.49888600000001
716538,34.273127,-118.491528
716540,34.268987,-118.48599899999999
716541,34.268786999999996,-118.486194
716543,34.153063,-118.359904
716544,34.154195,-118.343722
716545,34.153625,-118.327063
716546,34.154022999999995,-118.324031
716547,34.154816,-118.311893
716548,34.155121,-118.30974099999999
716550,34.155640000000005,-118.29597
716551,34.154235,-118.27415900000001
716552,34.154438,-118.27245500000001
716553,34.155877000000004,-118.266072
716554,34.156197999999996,-118.265345
716555,34.156458,-118.26215900000001
716556,34.156268,-118.25012
716557,34.156447,-118.245195
716558,34.155839,-118.242691
716559,34.15489,-118.24035400000001
716560,34.148123,-118.229499
716561,34.146882,-118.227103
716562,34.142674,-118.18480100000001
716564,34.142896,-118.172193
716565,34.144583000000004,-118.1678
716567,34.148278000000005,-118.15778799999998
716568,34.171634000000005,-118.388333
716569,34.178734000000006,-118.394967
716570,34.185249,-118.40078700000001
716571,34.19999,-118.40341299999999
716572,34.219986,-118.409792
716573,34.222738,-118.41053600000001
716574,34.23061,-118.410097
716575,34.182539,-118.171545
716576,34.179921,-118.167405
716577,34.174756,-118.160407
716578,34.176272999999995,-118.161942
716579,34.164367999999996,-118.158093
716580,34.160546000000004,-118.158748
716582,34.15225,-118.154678
716583,34.152218,-118.14821
716585,34.151691,-118.142523
716586,34.15195,-118.13555
716587,34.151658000000005,-118.12943999999999
716588,34.152357,-118.12371399999999
716589,34.152187,-118.117782
716590,34.152301,-118.10923899999999
716591,34.1527,-118.102255
716592,34.152727,-118.09806299999998
716593,34.151406,-118.09104099999999
716594,34.148074,-118.08377
716595,34.147621,-118.07903700000001
716596,34.148737,-118.071321
716597,34.148823,-118.06920600000001
716598,34.148522,-118.06868300000001
716599,34.148876,-118.066773
716600,34.148554,-118.06405500000001
716601,34.14889,-118.055903
716602,34.148916,-118.05216599999999
716603,34.148635999999996,-118.048053
716604,34.148355,-118.034499
716605,34.146752,-118.029146
716606,34.135219,-117.979798
716607,34.129595,-117.935
716608,34.130142,-117.932676
716609,34.12721,-117.91705900000001
716610,34.120999,-117.908877
716611,34.120813,-117.90718000000001
716612,34.121161,-117.89607099999999
716613,34.120839000000004,-117.874498
716614,34.120655,-117.871352
716615,34.117701000000004,-117.847619
716616,34.117595,-117.84414199999999
716617,33.791829,-118.100867
716619,33.794536,-118.10486999999999
716620,33.796718,-118.107431
716621,33.800308,-118.112651
716622,33.802431,-118.115997
716623,33.802628999999996,-118.12381
716624,33.802865000000004,-118.12831399999999
716625,33.802649,-118.12833799999999
716626,33.802703,-118.13338999999999
716628,33.803094,-118.13732900000001
716629,33.805639,-118.141821
716630,33.806208000000005,-118.144497
716631,33.806090000000005,-118.145126
716632,33.807173,-118.15098300000001
716634,33.811173,-118.161074
716635,33.812037,-118.162485
716636,33.813266,-118.16641399999999
716637,33.813053000000004,-118.166482
716638,33.813802,-118.168227
716639,33.814192999999996,-118.176143
716640,33.814415999999994,-118.17753799999998
716641,33.814996,-118.183577
716642,33.814807,-118.183838
716643,33.815698,-118.186295
716644,33.816753000000006,-118.18802
716645,33.818022,-118.190184
716646,33.819612,-118.191829
716647,33.824899,-118.20178999999999
716649,33.825614,-118.215047
716650,33.825332,-118.21551299999999
716651,33.825229,-118.22524399999999
716652,33.825518,-118.22623200000001
716653,33.825976000000004,-118.240051
716654,33.825757,-118.24005
716655,33.830851,-118.255253
716656,33.832936,-118.25697
716657,33.840128,-118.26431200000002
716658,33.840237,-118.26414399999999
716659,33.845809,-118.269724
716660,33.847883,-118.27288899999999
716661,33.852707,-118.279831
716663,33.858551,-118.28776599999999
716664,33.859338,-118.289828
716665,33.859963,-118.29846599999999
716666,33.859716999999996,-118.298546
716667,33.859955,-118.307741
716668,33.85998,-118.31095
716670,33.862176,-118.318174
716671,33.86453,-118.3259
716672,33.864701000000004,-118.327312
716674,33.867121999999995,-118.33534399999999
716675,33.871474,-118.341378
716676,33.873958,-118.34285600000001
716678,33.878338,-118.345949
716680,33.884045,-118.351506
716681,33.885033,-118.35328500000001
716682,33.89032,-118.360662
716683,33.890483,-118.36048500000001
716684,33.891265999999995,-118.361985
716685,33.8919,-118.36246399999999
716686,33.90085,-118.370549
716687,33.900921000000004,-118.37031499999999
716688,33.903819,-118.370313
716689,33.906863,-118.370302
716691,33.91767,-118.370052
716692,33.918874,-118.36955
716693,33.921786,-118.369125
716694,33.921751,-118.368902
716695,33.952042,-118.369045
716696,33.951752,-118.368991
716697,33.961638,-118.36932
716698,33.963205,-118.36966100000001
716699,33.965086,-118.37052800000001
716700,33.971543,-118.377669
716701,33.971707,-118.377522
716709,33.998478999999996,-118.407756
716710,34.004889,-118.412552
716712,34.010121000000005,-118.41694299999999
716713,34.010379,-118.41686999999999
716714,34.018964000000004,-118.42366000000001
716715,34.026631,-118.43002299999999
716716,34.026728000000006,-118.42980700000001
716717,34.038204,-118.439159
716719,34.042214,-118.442698
716720,34.042287,-118.44248999999999
716721,34.046105,-118.44606999999999
716722,34.047963,-118.44736999999999
716723,34.052401,-118.449849
716724,34.055946,-118.452118
716725,34.056927,-118.45324099999999
716727,34.072379999999995,-118.466123
716728,34.073269,-118.467097
716729,34.077939,-118.47049299999999
716731,34.095833,-118.476524
716732,34.096057,-118.47685
716733,34.110479999999995,-118.48148799999998
716735,34.120834,-118.480151
716736,34.125144,-118.47636000000001
716738,34.133767,-118.472292
716739,34.141958,-118.471286
716740,34.146041,-118.470721
716741,34.146041,-118.470721
716744,34.155321,-118.468529
716745,34.172831,-118.467569
716746,34.188192,-118.474075
716747,34.199504,-118.47393899999999
716748,34.202228000000005,-118.47351200000001
716749,34.202543,-118.47323300000001
716750,34.220042,-118.47331299999999
716751,34.222978999999995,-118.473083
716752,34.234235,-118.47320500000001
716753,34.237367,-118.47293300000001
716754,34.255035,-118.47241299999999
716755,34.256625,-118.47241899999999
716756,33.809588,-118.081304
716758,33.830383000000005,-118.083453
716759,33.832657,-118.084601
716760,33.838278,-118.08788500000001
716761,33.844957,-118.091715
716762,33.846790000000006,-118.092752
716763,33.857321,-118.09579
716764,33.859308,-118.09626499999999
716767,34.107022,-117.82188799999999
716768,33.830177,-118.08363
716769,33.832578999999996,-118.08483100000001
716771,33.844875,-118.09194699999999
716772,33.846711,-118.09299399999999
716773,33.857271000000004,-118.09598999999999
716774,33.859402,-118.09649099999999
716775,33.866067,-118.09886200000001
716776,33.87427,-118.10189299999999
716778,33.881753,-118.104077
716779,33.886247999999995,-118.10443500000001
716780,33.886691,-118.10426100000001
716781,33.888287,-118.10455
716782,33.888878000000005,-118.104376
716784,33.894296999999995,-118.104669
716785,33.900526,-118.10523799999999
716786,33.902260999999996,-118.105349
716787,33.902407000000004,-118.10511399999999
716788,33.903565,-118.10513
716790,34.094818,-117.819726
716791,33.916153,-118.10458500000001
716792,33.917606,-118.10479299999999
716793,33.923989,-118.10440600000001
716794,33.926206,-118.1036
716795,33.935212,-118.09988500000001
716797,33.942966999999996,-118.095825
716798,33.951332,-118.090846
716799,33.950974,-118.09138100000001
716800,33.958124,-118.087014
716802,33.966467,-118.08380700000001
716804,33.972515,-118.080722
716805,33.972857,-118.08033600000002
716806,33.974742,-118.079877
716807,33.979377,-118.077076
716808,33.980513,-118.076242
716810,33.985594,-118.07201200000002
716811,33.992205,-118.069649
716812,33.992148,-118.069414
716813,33.994073,-118.06919599999999
716814,33.994533000000004,-118.068855
716815,34.004272,-118.06413400000001
716817,34.004792,-118.06351399999998
716818,34.005361,-118.06248000000001
716819,34.009316,-118.057906
716821,34.01717,-118.05398000000001
716822,34.017016,-118.053825
716823,34.018698,-118.051437
716824,34.01886,-118.051593
716825,34.026807,-118.03866599999999
716827,34.028108,-118.035925
716828,34.028263,-118.03606299999998
716829,34.030914,-118.031047
716831,34.052972,-118.005179
716832,34.051776000000004,-118.005858
716833,34.05556,-118.00343600000001
716834,34.053746000000004,-118.00446399999998
716837,34.079858,-117.99778400000001
716838,34.089665000000004,-117.99394
716839,34.093924,-117.988767
716841,34.114761,-117.977832
716842,34.11687,-117.97545900000001
716843,33.848403999999995,-118.20545
716844,33.849095,-118.205202
716845,33.861086,-118.200442
716846,33.864017,-118.19821
716847,33.877433,-118.192776
716849,33.887504,-118.18958
716850,33.891258,-118.18823
716851,33.9026,-118.18619
716852,33.902584999999995,-118.185914
716853,33.905048,-118.18437800000001
716854,33.905011,-118.18408899999999
716855,33.915832,-118.179574
716856,33.918675,-118.17873200000001
716857,33.924409000000004,-118.177989
716858,33.929626,-118.178731
716859,33.92992,-118.17896200000001
716860,33.93079,-118.178918
716861,33.931754,-118.17843899999998
716862,33.949445000000004,-118.170327
716863,33.949462,-118.170596
716864,33.950741,-118.17041699999999
716865,33.950759000000005,-118.170667
716866,33.964927,-118.16878799999999
716867,33.9686,-118.16791
716868,33.998038,-118.176649
716869,34.000423,-118.17495900000002
716870,34.005784999999996,-118.172807
716871,34.005883000000004,-118.172597
716872,34.094818,-117.819726
716873,34.019379,-118.17355
716875,34.022791,-118.172955
716876,34.031085,-118.17106899999999
716878,34.0344,-118.170119
716879,34.039459,-118.170157
716880,34.037619,-118.038699
716881,34.13492,-117.95930600000001
716882,33.924409000000004,-118.177989
716883,33.928478000000005,-118.284031
716884,33.914766,-118.37048600000001
716885,34.078431,-117.814654
716887,34.016298,-118.48335800000001
716889,34.171108000000004,-118.517031
716890,34.037067,-118.286318
716891,34.014955,-118.172721
716893,33.994088,-117.906225
716895,33.963867,-118.11986999999999
716896,33.880305,-118.02168999999999
716898,33.882892,-118.026822
716899,33.8834,-118.027451
716900,33.886992,-118.034125
716906,33.903960999999995,-118.06404599999999
716907,33.900669,-118.059422
716908,33.911074,-118.07168600000001
716912,33.920763,-118.08250100000001
716916,33.956897,-118.110532
716917,33.958225,-118.11238999999999
716918,33.958225,-118.11238999999999
716919,33.976459999999996,-118.12595300000001
716920,33.976459999999996,-118.12595300000001
716921,33.976554,-118.125758
716922,33.986224,-118.13601399999999
716923,33.985955,-118.135337
716924,33.994935,-118.14469
716925,33.995022999999996,-118.14451299999999
716928,34.007591999999995,-118.15726599999999
716929,34.007196,-118.156466
716930,34.013529,-118.166192
716933,34.020076,-118.181702
716934,34.019878999999996,-118.18158799999999
716935,34.020089,-118.188975
716936,34.020088,-118.189029
716937,34.025295,-118.205056
716938,34.029033,-118.217141
716939,34.041407,-118.218373
716940,34.047784,-118.214638
716941,34.057314,-118.214378
716942,34.05905,-118.21448799999999
716943,34.059006,-118.214706
716944,34.069368,-118.217386
716945,34.078431,-117.814654
716946,34.080943,-118.22237
716949,34.083197999999996,-118.22821299999998
716950,34.086881,-118.23361100000001
716951,34.086881,-118.23361100000001
716952,34.094038,-118.242314
716953,34.094038,-118.242314
716955,34.095413,-118.24395700000001
716956,34.108429,-118.258982
716958,34.111314,-118.264526
716959,34.118291,-118.27016599999999
716960,34.118291,-118.27016599999999
716961,34.123357,-118.27248600000001
716962,34.164088,-118.29556799999999
716963,34.164088,-118.29556799999999
716964,34.162760999999996,-118.294541
